C00003633 | Acokanthera ouabaio
C00024278 | Rauvolfia cumminsii
C00024278 | Rauvolfia sumatrana
C00024278 | Rauvolfia vomitoria
C00024279 | Rauvolfia balansae spp.balansae
C00024279 | Rauvolfia biauriculata
C00024279 | Rauvolfia caffra
C00024279 | Rauvolfia perakensis
C00024279 | Rauvolfia sellowii
C00024279 | Rauvolfia serpentina
C00024279 | Rauvolfia sprucei
C00024279 | Rauvolfia sumatrana
C00024279 | Rauvolfia volkensii
C00024279 | Rauvolfia vomitoria
C00024280 | Rauvolfia bahiensis
C00024280 | Rauvolfia cumminsii
C00024280 | Rauvolfia mombasiana
C00024280 | Rauvolfia vomitoria
C00024281 | Rauvolfia discolor
C00024281 | Rauvolfia viridis
C00024281 | Rauvolfia vomitoria
C00024282 | Rauvolfia bahiensis
C00024282 | Rauvolfia balansae spp.balansae
C00024282 | Rauvolfia balansae spp.schumanniana
C00024282 | Rauvolfia balansae var.basicola
C00024282 | Rauvolfia caffra
C00024282 | Rauvolfia nitida
C00024282 | Rauvolfia sellowii
C00024282 | Rauvolfia semperflorens var.viridis
C00024282 | Rauvolfia serpentina
C00024282 | Rauvolfia sevenetii
C00024282 | Rauvolfia spathulata
C00024282 | Rauvolfia volkensii
C00024282 | Rauvolfia vomitoria
C00024283 | Rauvolfia cubana
C00024283 | Rauvolfia mauiensis
C00024283 | Rauvolfia sandwicensis
C00024283 | Rauvolfia semperflorens var.semperflorens
C00024283 | Rauvolfia semperflorens var.viridis
C00024283 | Rauvolfia vomitoria
C00024285 | Rauvolfia bahiensis
C00024285 | Rauvolfia cumminsii
C00024285 | Rauvolfia mombasiana
C00024285 | Rauvolfia vomitoria
C00024286 | Rauvolfia vomitoria
C00024287 | Rauvolfia caffra
C00024287 | Rauvolfia cumminsii
C00024288 | Rauvolfia obscura
C00024288 | Rauvolfia serpentina
C00024288 | Rauvolfia vomitoria
C00024288 | Rauvolfia yunnanensis
C00024289 | Rauvolfia caffra
C00024289 | Rauvolfia serpentina
C00024289 | Rauvolfia volkensii
C00024289 | Rauvolfia vomitoria
C00024290 | Rauvolfia balansae spp.balansae
C00024290 | Rauvolfia balansae spp.schumanniana
C00024290 | Rauvolfia balansae var.basicola
C00024290 | Rauvolfia sevenetii
C00024290 | Rauvolfia spathulata
C00024291 | Rauvolfia bahiensis
C00024291 | Rauvolfia balansae spp.balansae
C00024291 | Rauvolfia balansae spp.schumanniana
C00024291 | Rauvolfia balansae var.basicola
C00024291 | Rauvolfia caffra
C00024291 | Rauvolfia perakensis
C00024291 | Rauvolfia semperflorens var.viridis
C00024291 | Rauvolfia serpentina
C00024291 | Rauvolfia sevenetii
C00024291 | Rauvolfia spathulata
C00024292 | Rauvolfia cumminsii
C00024292 | Rauvolfia mombasiana
C00024292 | Rauvolfia vomitoria
C00024293 | Rauvolfia coffra
C00024293 | Rauvolfia cumminsii
C00024293 | Rauvolfia macrophylla
C00024293 | Rauvolfia mombasiana
C00024293 | Rauvolfia nitida
C00024293 | Rauvolfia oreogiton
C00024293 | Rauvolfia semperflorens var.semperflorens
C00024293 | Rauvolfia volkensii
C00024293 | Rauvolfia vomitoria
C00024298 | Rauvolfia coffra
C00024300 | Rauvolfia caffra
C00024300 | Rauvolfia mannii
C00024300 | Rauvolfia serpentina
C00024300 | Rauvolfia verticillata
C00024302 | Rauvolfia reflexa
C00024303 | Rauvolfia confertiflora
C00024304 | Rauvolfia reflexa
C00024305 | Rauvolfia serpentina
C00024306 | Rauvolfia vomitoria
C00024308 | Rauvolfia obscura
C00024310 | Rauvolfia volkensii
C00024314 | Rauvolfia serpentina
C00024315 | Rauvolfia cumminsii
C00024316 | Rauvolfia cumminsii
C00024317 | Rauvolfia vomitoria
C00024318 | Rauvolfia caffra
C00024319 | Rauvolfia bahiensis
C00024319 | Rauvolfia cumminsii
C00024319 | Rauvolfia vomitoria
C00024322 | Rauvolfia balansae spp.balansae
C00024322 | Rauvolfia balansae spp.schumanniana
C00024322 | Rauvolfia balansae var.basicola
C00024322 | Rauvolfia biauriculata
C00024322 | Rauvolfia caffra
C00024322 | Rauvolfia sellowii
C00024322 | Rauvolfia serpentina
C00024322 | Rauvolfia sevenetii
C00024322 | Rauvolfia spathulata
C00024322 | Rauvolfia vomitoria
C00024330 | Rauvolfia cumminsii
C00024330 | Rauvolfia mombasiana
C00024330 | Rauvolfia obscura
C00024330 | Rauvolfia vomitoria
C00024332 | Rauvolfia reflexa
C00024332 | Rauvolfia sumatrana
C00024334 | Rauvolfia obscura
C00024334 | Rauvolfia vomitoria
C00024335 | Rauvolfia mannii
C00024340 | Rauvolfia media
C00024341 | Rauvolfia nitida
C00024342 | Rauvolfia vomitoria
C00024344 | Rauvolfia confertiflora
C00024344 | Rauvolfia semperflorens var.viridis
C00024344 | Rauvolfia serpentina
C00024344 | Rauvolfia vomitoria
C00024345 | Rauvolfia semperflorens var.viridis
C00024345 | Rauvolfia vomitoria
C00025193 | Rauvolfia bahiensis
C00025196 | Rauvolfia bahiensis
C00025202 | Rauvolfia nitida
C00025205 | Rauvolfia serpentina
C00025206 | Rauvolfia serpentina
C00025207 | Rauvolfia nitida
C00025207 | Rauvolfia serpentina
C00025214 | Rauvolfia serpentina
C00025214 | Rauvolfia vomitoria
C00026684 | Rauvolfia bahiensis
C00026851 | Rauvolfia grandiflora
C00026852 | Rauvolfia serpentina
C00027069 | Rauvolfia bahiensis
C00027095 | Rauvolfia vomitoria
C00029058 | Rauvolfia serpentina
C00036407 | Rauvolfia bahiensis
C00036408 | Rauvolfia bahiensis
C00037024 | Rauvolfia bahiensis
C00045154 | Rauvolfia serpentina
C00045433 | Rauvolfia serpentina
C00045433 | Rauvolfia verticillata
C00045433 | Rauvolfia verticillata var.hainanensis
C00051407 | Rauvolfia verticillata var.hainanensis
C00051782 | Rauvolfia serpentina
C00051783 | Rauvolfia serpentina
C00051784 | Rauvolfia serpentina
C00051789 | Rauvolfia serpentina
C00051791 | Rauvolfia serpentina
C00052043 | Rauvolfia serpentina
C00001681 | Rhazya stricta
C00001686 | Rhazya stricta
C00001761 | Rhazya stricta
C00005226 | Rhazya stricta
C00005577 | Rhazya stricta
C00005588 | Rhazya stricta
C00013893 | Rhazya orientalis
C00013925 | Rhazya orientalis
C00024463 | Rhazya sticta
C00024491 | Rhazya sticta
C00024520 | Rhazya sticta
C00024583 | Rhazya sticta
C00024594 | Rhazya stricta Decaisne.
C00024595 | Rhazya stricta Decaisne.
C00024602 | Rhazya sticta
C00024603 | Rhazya sticta
C00024606 | Rhazya sticta
C00024611 | Rhazya sticta
C00025061 | Rhazya stricta
C00025690 | Rhazya stricta Decaisne.
C00027904 | Rhazya stricta
C00028132 | Rhazya stricta Decaisne.
C00029058 | Rhazya orientalis
C00029058 | Rhazya stricta Decaisne.
C00035756 | Rhazya stricta Decaisne.
C00040153 | Rhazya stricta Decaisne.
C00043209 | Rhazya orientalis
C00043209 | Rhazya stricta Decaisne.
C00025048 | Schizozygia caffaeoides
C00025048 | Schizozygia coffaeoides
C00025049 | Schizozygia caffaeoides
C00025053 | Schizozygia caffaeoides
C00025065 | Schizozygia caffaeoides
C00025066 | Schizozygia caffaeoidea
C00025066 | Schizozygia caffaeoides
C00025082 | Schizozygia caffaeoidea
C00025082 | Schizozygia caffaeoides
C00045193 | Schizozygia coffaeoides
C00001982 | Skytanthus acutus
C00001417 | Stapelia hirsuta
C00001435 | Stapelia hirsuta
C00006658 | Stapelia spp.
C00001709 | Stemmadenia obovata Benth
C00001772 | Stemmadenia donnell-smithii
C00001772 | Stemmadenia spp.
C00024459 | Stemmadenia tomentosa
C00024463 | Stemmadenia grandiflora
C00024508 | Stemmadenia grandiflora
C00024510 | Stemmadenia grandiflora
C00024587 | Stemmadenia grandiflora
C00024619 | Stemmadenia grandiflora
C00024619 | Stemmadenia tomentosa
C00025223 | Stemmadenia obovata Benth
C00028753 | Stemmadenia obovata Benth
C00047098 | Stephanotis floribunda
C00024452 | Strempeliopsis strempelioides
C00024519 | Strempeliopsis strempelioides
C00024609 | Strempeliopsis strempelioides
C00025054 | Strempeliopsis strempelioides
C00025056 | Strempeliopsis strempelioides
C00025067 | Strempeliopsis strempelioides
C00025822 | Strempeliopsis strempelioides
C00026013 | Strempeliopsis strempelioides K.Schum.
C00026041 | Strempeliopsis strempelioides
C00027628 | Strempeliopsis strempelioides K.Schum.
C00029058 | Strempeliopsis strempelioides
C00051782 | Strempeliopsis strempelioides
C00051792 | Strempeliopsis strempelioides
C00051968 | Strempeliopsis strempelioides
C00000682 | Strophanthus gratus
C00001114 | Strophanthus kombe
C00001555 | Strophanthus spp.
C00003605 | Strophanthus sarmentosus
C00003605 | Strophanthus thollonii
C00003613 | Strophanthus kombe
C00003614 | Strophanthus divaricatus
C00003619 | Strophanthus divaricatus
C00003620 | Strophanthus divaricatus
C00003630 | Strophanthus divaricatus
C00003631 | Strophanthus divaricatus
C00003631 | Strophanthus kombe
C00003633 | Strophanthus gratus
C00003635 | Strophanthus divaricatus
C00003635 | Strophanthus sarmentosus
C00003638 | Strophanthus kombe
C00007190 | Strophanthus gratus
C00007191 | Strophanthus gratus
C00032213 | Strophanthus kombe
C00034109 | Strophanthus kombe
C00034109 | Strophanthus nicholsonii
C00034117 | Strophanthus nicholsonii
C00000604 | Tabernaemontana cymosa
C00001676 | Tabernaemontana fuchsiafolia
C00001687 | Tabernaemontana apoda
C00001687 | Tabernaemontana armenica
C00001688 | Tabernaemontana riedelii
C00001688 | Tabernaemontana rigida
C00001689 | Tabernaemontana calcarea Pichon
C00001689 | Tabernaemontana cerifera Panch.et Seb.
C00001689 | Tabernaemontana citrifolia L.
C00001689 | Tabernaemontana coffeoides Boj.
C00001689 | Tabernaemontana dichotoma Roxb.ex Wall
C00001689 | Tabernaemontana divaricata
C00001689 | Tabernaemontana elegans Stapf.
C00001689 | Tabernaemontana humblotii (Baill.)Pichon
C00001689 | Tabernaemontana orientalis R.Br.
C00001689 | Tabernaemontana pachysiphon
C00001689 | Tabernaemontana sessilifolia Bak.
C00001689 | Tabernaemontana siphilitica Leeuwenberg
C00001709 | Tabernaemontana calcarea
C00001709 | Tabernaemontana coronaria
C00001709 | Tabernaemontana oppositifolia
C00001709 | Tabernaemontana penduliflora
C00001729 | Tabernaemontana johnstonii
C00001730 | Tabernaemontana holstii
C00001730 | Tabernaemontana johnstonii
C00001730 | Tabernaemontana odoratissima
C00001741 | Tabernaemontana bovina
C00001742 | Tabernaemontana calcarea
C00001755 | Tabernaemontana psychotrifolia
C00001771 | Tabernaemontana johnstonii
C00001772 | Tabernaemontana spp.
C00001785 | Tabernaemontana arborea
C00001785 | Tabernaemontana australis
C00001785 | Tabernaemontana oppositifolia
C00001786 | Tabernaemontana dichotoma
C00001786 | Tabernaemontana elegans Stapf.
C00001786 | Tabernaemontana odoratissima
C00002145 | Tabernaemontana heyneana
C00007205 | Tabernaemontana cymosa
C00024281 | Tabernaemontana undulata
C00024450 | Tabernaemontana siphilitica Leeuwenberg
C00024457 | Tabernaemontana citrifolia
C00024457 | Tabernaemontana coffeoides Boj.
C00024457 | Tabernaemontana divaricata (L.)R.Br.
C00024457 | Tabernaemontana pachysiphon
C00024458 | Tabernaemontana coffeoides Boj.
C00024463 | Tabernaemontana siphilitica Leeuwenberg
C00024485 | Tabernaemontana dichotoma
C00024488 | Tabernaemontana coffeoides Boj.
C00024508 | Tabernaemontana coffeoides Boj.
C00024514 | Tabernaemontana apoda
C00024587 | Tabernaemontana divaricata
C00024587 | Tabernaemontana pachysiphon Stapf.
C00024587 | Tabernaemontana retusa (Lam.)Pichon
C00024617 | Tabernaemontana divaricata
C00024618 | Tabernaemontana dichotoma
C00024618 | Tabernaemontana divaricata
C00024619 | Tabernaemontana chippii
C00024619 | Tabernaemontana coffeoides Boj.
C00024619 | Tabernaemontana dichotoma Roxb.ex Wall
C00024619 | Tabernaemontana divaricata (L.)R.Br.
C00024619 | Tabernaemontana longiflora Benth.
C00024619 | Tabernaemontana macrocarpa Jack
C00024619 | Tabernaemontana retusa (Lam.) Pichon
C00024619 | Tabernaemontana undulata Vahl
C00025042 | Tabernaemontana rigida
C00025042 | Tabernaemontana rigida (Miers) Leeuwenberg
C00025058 | Tabernaemontana psorocarpa
C00025059 | Tabernaemontana humblotii (Baill.)Pichon
C00025072 | Tabernaemontana eglandulosa
C00025073 | Tabernaemontana eglandulosa
C00025074 | Tabernaemontana eglandulosa
C00025074 | Tabernaemontana eglandulosa Stapf
C00025077 | Tabernaemontana eglandulosa
C00025077 | Tabernaemontana eglandulosa Stapf
C00025078 | Tabernaemontana eglandulosa
C00025083 | Tabernaemontana eglandulosa
C00025083 | Tabernaemontana pandacaqui
C00025084 | Tabernaemontana eglandulosa
C00025148 | Tabernaemontana bufalina Lour.
C00025148 | Tabernaemontana crassa Benth.
C00025148 | Tabernaemontana divaricata (L.) R.Br.
C00025148 | Tabernaemontana pachysiphon Stapf.
C00025148 | Tabernaemontana quadrangularis
C00025149 | Tabernaemontana amblyocarpa Urb.
C00025149 | Tabernaemontana citrifolia L.
C00025149 | Tabernaemontana echinata Vell.
C00025149 | Tabernaemontana quadrangularis
C00025149 | Tabernaemontana retusa (Lam.) Pichon
C00025152 | Tabernaemontana crassa Benth.
C00025159 | Tabernaemontana attenuata (Miers)Urb.
C00025159 | Tabernaemontana bufalina Lour.
C00025159 | Tabernaemontana divaricata (L.) R.Br.
C00025159 | Tabernaemontana olivacea Mull.Arg.
C00025159 | Tabernaemontana quadrangularis
C00025159 | Tabernaemontana retusa (Lam.) Pichon
C00025160 | Tabernaemontana affinis Mull.Arg.
C00025160 | Tabernaemontana olivacea Mull.Arg.
C00025160 | Tabernaemontana quadrangularis
C00025169 | Tabernaemontana bufalina Lour.
C00025169 | Tabernaemontana laeta Mart.
C00025169 | Tabernaemontana siphilitica Leeuwenberg
C00025173 | Tabernaemontana amblyocarpa Urb.
C00025173 | Tabernaemontana apoda Wr.ex Sauv.
C00025173 | Tabernaemontana attenuata (Miers)Urb.
C00025173 | Tabernaemontana bufalina Lour.
C00025173 | Tabernaemontana calcarea
C00025173 | Tabernaemontana coffeoides Boj.
C00025173 | Tabernaemontana crassa Benth.
C00025173 | Tabernaemontana dichotoma Roxb.ex Wall
C00025173 | Tabernaemontana mocquerysii Aug.DC.
C00025173 | Tabernaemontana olivacea Mull.Arg.
C00025173 | Tabernaemontana quadrangularis
C00025173 | Tabernaemontana retusa (Lam.) Pichon
C00025173 | Tabernaemontana sananho Ruiz et Pav.
C00025183 | Tabernaemontana coffeoides Boj.
C00025193 | Tabernaemontana brachyacantha
C00025193 | Tabernaemontana brachyantha Stapf.
C00025193 | Tabernaemontana brachyphylla
C00025193 | Tabernaemontana coffeoides Boj.
C00025193 | Tabernaemontana laeta Mart.
C00025193 | Tabernaemontana pachysiphon Stapf.
C00025197 | Tabernaemontana coffeoides Boj.
C00025207 | Tabernaemontana coffeoides Boj.
C00025214 | Tabernaemontana psorocarpa (Pierre ex Stapf)Pichon
C00025214 | Tabernaemontana siphilitica Leeuwenberg
C00025216 | Tabernaemontana amblyocarpa Urb.
C00025216 | Tabernaemontana attenuata (Miers)Urb.
C00025216 | Tabernaemontana echinata Vell.
C00025216 | Tabernaemontana elegans Stapf.
C00025216 | Tabernaemontana humblotii (Baill.) Pichon
C00025216 | Tabernaemontana johnstonii (Stapf)Pichon
C00025216 | Tabernaemontana mauritiana Poir.
C00025216 | Tabernaemontana minutiflora Pichon
C00025216 | Tabernaemontana mocquerysii Aug.DC.
C00025216 | Tabernaemontana pachysiphon Stapf.
C00025216 | Tabernaemontana siphilitica Leeuwenberg
C00025223 | Tabernaemontana amblyocarpa Urb.
C00025223 | Tabernaemontana apoda Wr.ex Sauv.
C00025223 | Tabernaemontana arborea Rose
C00025223 | Tabernaemontana attenuata (Miers)Urb.
C00025223 | Tabernaemontana aurantiaca Gaud.
C00025223 | Tabernaemontana australis Mull.Arg.
C00025223 | Tabernaemontana calcarea
C00025223 | Tabernaemontana cerifera Panch.et Seb.
C00025223 | Tabernaemontana citrifolia L.
C00025223 | Tabernaemontana coffeoides Boj.
C00025223 | Tabernaemontana contorta Stapf.
C00025223 | Tabernaemontana dichotoma Roxb.ex Wall
C00025223 | Tabernaemontana divaricata (L.) R.Br.
C00025223 | Tabernaemontana echinata Vell.
C00025223 | Tabernaemontana humblotii (Baill.) Pichon
C00025223 | Tabernaemontana longiflora Benth.
C00025223 | Tabernaemontana longipes Donn.Sm.
C00025223 | Tabernaemontana lundii A.DC.
C00025223 | Tabernaemontana macrocarpa Jack
C00025223 | Tabernaemontana mocquerysii Aug.DC.
C00025223 | Tabernaemontana olivacea Mull.Arg.
C00025223 | Tabernaemontana orientalis R.Br.
C00025223 | Tabernaemontana pachysiphon Stapf.
C00025223 | Tabernaemontana penduliflora K.Schum.
C00025223 | Tabernaemontana psorocarpa (Pierre ex Stapf) Pichon
C00025223 | Tabernaemontana psychotriifolia H.B.K.
C00025223 | Tabernaemontana quadrangularis
C00025223 | Tabernaemontana retusa (Lam.) Pichon
C00025223 | Tabernaemontana sananho Ruiz et Pav.
C00025223 | Tabernaemontana siphilitica Leeuwenberg
C00025223 | Tabernaemontana undulata Vahl
C00025223 | Tabernaemontana wallichiana Steud.
C00025224 | Tabernaemontana apoda Wr.ex Sauv.
C00025224 | Tabernaemontana cerifera Panch.et Seb.
C00025224 | Tabernaemontana citrifolia L.
C00025224 | Tabernaemontana echinata Vell.
C00025224 | Tabernaemontana macrocarpa Jack
C00025224 | Tabernaemontana olivacea Mull.Arg.
C00025224 | Tabernaemontana quadrangularis
C00025225 | Tabernaemontana apoda Wr.ex Sauv.
C00025225 | Tabernaemontana aurantiaca Gaud.
C00025225 | Tabernaemontana echinata Vell.
C00025225 | Tabernaemontana eglandulosa Stapf
C00025225 | Tabernaemontana olivacea Mull.Arg.
C00025225 | Tabernaemontana rupicola Benth.
C00025226 | Tabernaemontana coffeoides Boj.
C00025227 | Tabernaemontana amblyocarpa Urb.
C00025227 | Tabernaemontana apoda Wr.ex Sauv.
C00025227 | Tabernaemontana calcarea
C00025227 | Tabernaemontana citrifolia L.
C00025227 | Tabernaemontana contorta Stapf.
C00025227 | Tabernaemontana crassa Benth.
C00025227 | Tabernaemontana divaricata (L.) R.Br.
C00025227 | Tabernaemontana echinata Vell.
C00025227 | Tabernaemontana eglandulosa Stapf
C00025227 | Tabernaemontana humblotii (Baill.) Pichon
C00025227 | Tabernaemontana lundii A.DC.
C00025227 | Tabernaemontana mocquerysii Aug.DC.
C00025227 | Tabernaemontana olivacea Mull.Arg.
C00025227 | Tabernaemontana orientalis R.Br.
C00025227 | Tabernaemontana retusa (Lam.) Pichon
C00025227 | Tabernaemontana wallichiana Steud.
C00025228 | Tabernaemontana apoda Wr.ex Sauv.
C00025228 | Tabernaemontana dichotoma Roxb.ex Wall
C00025229 | Tabernaemontana apoda Wr.ex Sauv.
C00025229 | Tabernaemontana lundii A.DC.
C00025229 | Tabernaemontana rupicola Benth.
C00025404 | Tabernaemontana albiflora
C00025405 | Tabernaemontana albiflora
C00025406 | Tabernaemontana eglandulosa
C00025407 | Tabernaemontana albiflora
C00025407 | Tabernaemontana albiflora (Miq.) Pulle
C00025408 | Tabernaemontana albbiflora (Miq.)Pulle
C00025408 | Tabernaemontana albiflora
C00025409 | Tabernaemontana albiflora
C00025410 | Tabernaemontana calcarea Pichon
C00025410 | Tabernaemontana citrifolia
C00025410 | Tabernaemontana orientalis R.Br.
C00025411 | Tabernaemontana eglandulosa
C00025412 | Tabernaemontana albiflora
C00025413 | Tabernaemontana dichotoma Roxb.ex Wall
C00025413 | Tabernaemontana eglandulosa
C00025414 | Tabernaemontana flavicans
C00025415 | Tabernaemontana calcarea Pichon
C00025415 | Tabernaemontana citrifolia
C00025415 | Tabernaemontana debrayi (Mgf.) Leeuwenberg
C00025415 | Tabernaemontana orientalis R.Br.
C00025415 | Tabernaemontana pandacaqui
C00025416 | Tabernaemontana calcarea Pichon
C00025416 | Tabernaemontana citrifolia
C00025416 | Tabernaemontana debrayi (Mgf.) Leeuwenberg
C00025416 | Tabernaemontana orientalis R.Br.
C00025690 | Tabernaemontana minutiflora Pichon
C00025690 | Tabernaemontana riedelii Mull.Arg.
C00025693 | Tabernaemontana coffeoides Boj.
C00025694 | Tabernaemontana eglandulosa Stapf
C00025694 | Tabernaemontana mocquerysii Aug.DC.
C00025695 | Tabernaemontana calcarea Pichon
C00025696 | Tabernaemontana eglandulosa Stapf
C00025697 | Tabernaemontana eglandulosa Stapf
C00025697 | Tabernaemontana mocquerysii Aug.DC.
C00025698 | Tabernaemontana coffeoides Boj.
C00025703 | Tabernaemontana bufalina Lour.
C00025704 | Tabernaemontana echinata Vell.
C00025705 | Tabernaemontana attenuata (Miers) Urb.
C00025705 | Tabernaemontana bufalina Lour.
C00025705 | Tabernaemontana echinata Vell.
C00025709 | Tabernaemontana pachysiphon Stapf.
C00025710 | Tabernaemontana attenuata (Miers) Urb.
C00025710 | Tabernaemontana calcarea
C00025710 | Tabernaemontana eglandulosa Stapf
C00025711 | Tabernaemontana attenuata (Miers)Urb.
C00025716 | Tabernaemontana capuronii Leeuwenberg
C00025719 | Tabernaemontana pachysiphon Stapf.
C00025720 | Tabernaemontana pachysiphon Stapf.
C00025720 | Tabernaemontana psorocarpa (Pierre ex Stapf) Pichon
C00025721 | Tabernaemontana psychotriifolia H.B.K.
C00025723 | Tabernaemontana eglandulosa Stapf
C00025724 | Tabernaemontana albbiflora (Miq.)Pulle
C00025726 | Tabernaemontana johnstonii (Stapf) Pichon
C00025727 | Tabernaemontana affinis Mull.Arg.
C00025727 | Tabernaemontana attenuata (Miers) Urb.
C00025727 | Tabernaemontana coffeoides Boj.
C00025727 | Tabernaemontana dichotoma Roxb.ex Wall
C00025727 | Tabernaemontana mocquerysii Aug.DC.
C00025727 | Tabernaemontana quadrangularis
C00025727 | Tabernaemontana undulata Vahl
C00025728 | Tabernaemontana dichotoma Roxb.ex Wall
C00025728 | Tabernaemontana humblotii (Baill.) Pichon
C00025729 | Tabernaemontana arborea Rose
C00025730 | Tabernaemontana calcarea
C00025730 | Tabernaemontana dichotoma Roxb.ex Wall
C00025730 | Tabernaemontana echinata Vell.
C00025730 | Tabernaemontana lundii A.DC.
C00025730 | Tabernaemontana mocquerysii Aug.DC.
C00025731 | Tabernaemontana crassa Benth.
C00025734 | Tabernaemontana orientalis R.Br.
C00025735 | Tabernaemontana pandacaqui Poir.
C00025736 | Tabernaemontana coffeoides Boj.
C00025743 | Tabernaemontana coffeoides Boj.
C00025747 | Tabernaemontana pandacaqui Poir.
C00025748 | Tabernaemontana eglandulosa Stapf
C00025748 | Tabernaemontana sananho Ruiz et Pav.
C00025752 | Tabernaemontana divaricata (L.)R.Br.
C00025754 | Tabernaemontana crassa Benth.
C00025754 | Tabernaemontana divaricata (L.)R.Br.
C00025755 | Tabernaemontana sessilifolia Bak.
C00025756 | Tabernaemontana coffeoides Boj.
C00025757 | Tabernaemontana divaricata (L.)R.Br.
C00025758 | Tabernaemontana coffeoides Boj.
C00025759 | Tabernaemontana coffeoides Boj.
C00025762 | Tabernaemontana accedens Mull.Arg.
C00025763 | Tabernaemontana accedens Mull.Arg.
C00025764 | Tabernaemontana accedens Mull.Arg.
C00025770 | Tabernaemontana rigida (Miers) Leeuwenberg
C00025777 | Tabernaemontana siphilitica Leeuwenberg
C00025778 | Tabernaemontana capuronii Leeuwenberg
C00025779 | Tabernaemontana capuronii Leeuwenberg
C00025780 | Tabernaemontana capuronii Leeuwenberg
C00025822 | Tabernaemontana minutiflora Pichon
C00025823 | Tabernaemontana crassa Benth.
C00025823 | Tabernaemontana johnstonii (Stapf) Pichon
C00025823 | Tabernaemontana pachysiphon Stapf.
C00025824 | Tabernaemontana attenuata (Miers) Urb.
C00025824 | Tabernaemontana contorta Stapf.
C00025824 | Tabernaemontana crassa Benth.
C00025824 | Tabernaemontana eglandulosa Stapf
C00025824 | Tabernaemontana longiflora Benth.
C00025824 | Tabernaemontana orientalis R.Br.
C00025824 | Tabernaemontana pachysiphon Stapf.
C00025824 | Tabernaemontana penduliflora K.Schum.
C00025825 | Tabernaemontana attenuata (Miers) Urb.
C00025825 | Tabernaemontana crassa Benth.
C00025825 | Tabernaemontana pachysiphon Stapf.
C00025826 | Tabernaemontana pachysiphon Stapf.
C00025830 | Tabernaemontana crassa Benth.
C00025834 | Tabernaemontana amygdalifolia Jacq.
C00025859 | Tabernaemontana calcarea Pichon
C00025859 | Tabernaemontana coffeoides Boj.
C00025859 | Tabernaemontana debrayi (Mgf.)Leeuwenberg
C00025859 | Tabernaemontana divaricata (L.)R.Br.
C00025859 | Tabernaemontana elegans Stapf.
C00025859 | Tabernaemontana mauritiana Poir.
C00025859 | Tabernaemontana orientalis R.Br.
C00025859 | Tabernaemontana sessilifolia Bak.
C00025859 | Tabernaemontana sphaerocarpa BI.
C00025861 | Tabernaemontana pandacaqui Poir.
C00025862 | Tabernaemontana pandacaqui Poir.
C00025863 | Tabernaemontana bufalina Lour.
C00025863 | Tabernaemontana corymbosa
C00025864 | Tabernaemontana bufalina Lour.
C00025865 | Tabernaemontana bufalina Lour.
C00025866 | Tabernaemontana orientalis R.Br.
C00025867 | Tabernaemontana mocquerysii Aug.DC.
C00025887 | Tabernaemontana coffeoides Boj.
C00025888 | Tabernaemontana amygdalifolia Jacq.
C00025891 | Tabernaemontana apoda Wr.ex Sauv.
C00025892 | Tabernaemontana humblotii (Baill.) Pichon
C00025893 | Tabernaemontana bovina
C00025893 | Tabernaemontana humblotii (Baill.)Pichon
C00025893 | Tabernaemontana pachysiphon Stapf.
C00025894 | Tabernaemontana quadrangularis
C00025895 | Tabernaemontana albbiflora (Miq.) Pulle
C00025895 | Tabernaemontana attenuata (Miers) Urb.
C00025896 | Tabernaemontana lundii A.DC.
C00025903 | Tabernaemontana siphilitica Leeuwenberg
C00025909 | Tabernaemontana coffeoides Boj.
C00025909 | Tabernaemontana dichotoma Roxb.ex Wall
C00025912 | Tabernaemontana pachysiphon Stapf.
C00025915 | Tabernaemontana psorocarpa (Pierre ex Stapf) Pichon
C00025916 | Tabernaemontana amblyocarpa Urb.
C00025916 | Tabernaemontana apoda Wr.ex Sauv.
C00025916 | Tabernaemontana arborea Rose
C00025916 | Tabernaemontana attenuata (Miers) Urb.
C00025916 | Tabernaemontana calcarea
C00025916 | Tabernaemontana coffeoides Boj.
C00025916 | Tabernaemontana crassa Benth.
C00025916 | Tabernaemontana divaricata (L.) R.Br.
C00025916 | Tabernaemontana eglandulosa Stapf
C00025916 | Tabernaemontana elegans Stapf.
C00025916 | Tabernaemontana johnstonii (Stapf) Pichon
C00025916 | Tabernaemontana orientalis R.Br.
C00025916 | Tabernaemontana pachysiphon Stapf.
C00025916 | Tabernaemontana pandacaqui Poir.
C00025916 | Tabernaemontana sessilifolia Bak.
C00025916 | Tabernaemontana siphilitica Leeuwenberg
C00025916 | Tabernaemontana wallichiana Steud.
C00025917 | Tabernaemontana amblyocarpa Urb.
C00025917 | Tabernaemontana bovina
C00025917 | Tabernaemontana calcarea
C00025917 | Tabernaemontana divaricata (L.)R.Br.
C00025917 | Tabernaemontana pandacaqui Poir.
C00025941 | Tabernaemontana coffeoides Boj.
C00025941 | Tabernaemontana mocquerysii Aug.DC.
C00025945 | Tabernaemontana riedelii Mull.Arg.
C00025960 | Tabernaemontana eglandulosa Stapf
C00025979 | Tabernaemontana dichotoma Roxb.ex Wall
C00025983 | Tabernaemontana amygdalifolia Jacq.
C00026009 | Tabernaemontana coffeoides Boj.
C00026009 | Tabernaemontana johnstonii (Stapf) Pichon
C00026009 | Tabernaemontana pachysiphon Stapf.
C00026010 | Tabernaemontana bufalina Lour.
