C00002399 | Abrotanella spp.
C00021901 | Helichrysum bilobum
C00022040 | Helichrysum oreophilum
C00022068 | Helichrysum krebsianum
C00022167 | Helichrysum nudifolium
C00022168 | Helichrysum heterolasium
C00022169 | Helichrysum heterolasium
C00023459 | Helichrysum nudifolium
C00030712 | Helichrysum italicum
C00033563 | Helichrysum forskahlii
C00033565 | Helichrysum forskahlii
C00033772 | Helichrysum forskahlii
C00033900 | Helichrysum forskahlii
C00033901 | Helichrysum forskahlii
C00033902 | Helichrysum forskahlii
C00034840 | Helichrysum tenax var.tenax
C00034841 | Helichrysum tenax var.tenax
C00036859 | Helichrysum caespititium
C00038516 | Helichrysum italicum ssp.microphyllum
C00045684 | Helichrysum italicum
C00045685 | Helichrysum italicum
C00046784 | Helichrysum stoechas
C00047245 | Helichrysum bracteatum
C00000606 | Heliopsis spp.
C00007211 | Heliopsis helianthoides var. scabra
C00007211 | Heliopsis scabra
C00020866 | Heliopsis helianthoides
C00020867 | Heliopsis helianthoides
C00020868 | Heliopsis helianthoides
C00049573 | Heliopsis buphthalmoides
C00003205 | Helminthotheca echioides (L.) Holub
C00003247 | Helminthotheca echioides (L.) Holub
C00012916 | Helminthotheca echioides (L.) Holub
C00012965 | Helminthotheca aculeata (Vahl) Lack
C00020579 | Helminthotheca echioides (L.) Holub
C00020580 | Helminthotheca echioides (L.) Holub
C00020807 | Helminthotheca echioides (L.) Holub
C00022151 | Helogyne apaloidea
C00002399 | Hemizonia congesta
C00002426 | Hemizonia congesta
C00002426 | Hemizonia fitchii
C00002427 | Hemizonia congesta
C00002427 | Hemizonia fitchii
C00003909 | Hemizonia lutescens
C00003925 | Hemizonia fasciculata
C00003925 | Hemizonia increscens villosa
C00003925 | Hemizonia lobbii
C00003925 | Hemizonia pentactis
C00004680 | Hemizonia spp.
C00004692 | Hemizonia lutescens
C00004727 | Hemizonia spp.
C00004733 | Hemizonia spp.
C00004789 | Hemizonia spp.
C00022760 | Hemizonia lutescens
C00023220 | Hemizonia congesta
C00023220 | Hemizonia lutescens
C00023221 | Hemizonia lutescens
C00023222 | Hemizonia lutescens
C00023223 | Hemizonia lutescens
C00023224 | Hemizonia lutescens
C00023225 | Hemizonia lutescens
C00023226 | Hemizonia fitchii
C00023227 | Hemizonia congesta
C00023227 | Hemizonia fitchii
C00023228 | Hemizonia fitchii
C00023229 | Hemizonia congesta
C00003674 | Hertia cheirifolia
C00017406 | Hertia cheirifolia
C00017441 | Hertia cheirifolia
C00017442 | Hertia cheirifolia
C00017443 | Hertia cheirifolia
C00004593 | Heteranthemis viscidehirta
C00004596 | Heteranthemis viscidehirta
C00004709 | Heteromma simplicifolium
C00004735 | Heteromma simplicifolium
C00004740 | Heteromma simplicifolium
C00004846 | Heteromma simplicifolium
C00047359 | Heteroplexis microcephala
C00047368 | Heteroplexis microcephala
C00047450 | Heteroplexis microcephala
C00047451 | Heteroplexis microcephala
C00047452 | Heteroplexis microcephala
C00047453 | Heteroplexis microcephala
C00047454 | Heteroplexis microcephala
C00001287 | Heterotheca grandiflora
C00003840 | Heterotheca psammophila
C00003867 | Heterotheca pilosa
C00004593 | Heterotheca grandiflora
C00004596 | Heterotheca villosa
C00004597 | Heterotheca inuloides
C00004599 | Heterotheca villosa
C00004606 | Heterotheca psammophila
C00004640 | Heterotheca inuloides
C00004642 | Heterotheca villosa
C00004646 | Heterotheca villosa
C00004647 | Heterotheca inuloides
C00004692 | Heterotheca villosa
C00004698 | Heterotheca grandiflora
C00013595 | Heterotheca grandiflora
C00017516 | Heterotheca inuloides
C00020054 | Heterotheca grandiflora
C00020055 | Heterotheca subaxillaris
C00020056 | Heterotheca grandiflora
C00020068 | Heterotheca inuloides
C00020069 | Heterotheca grandiflora
C00020076 | Heterotheca subaxillaris
C00020077 | Heterotheca subaxillaris
C00020078 | Heterotheca grandiflora
C00020079 | Heterotheca grandiflora
C00020080 | Heterotheca grandiflora
C00020106 | Heterotheca grandiflora
C00020113 | Heterotheca inuloides
C00020132 | Heterotheca grandiflora
C00020144 | Heterotheca grandiflora
C00020160 | Heterotheca inuloides
C00020169 | Heterotheca grandiflora
C00020199 | Heterotheca grandiflora
C00020200 | Heterotheca grandiflora
C00020201 | Heterotheca grandiflora
C00020202 | Heterotheca grandiflora
C00001016 | Hieracium amplexicaule
C00008226 | Hieracium spp.
C00013069 | Hieracium irasuense Benth.ex Oerst.
C00013069 | Hieracium irazuensis
C00013078 | Hieracium intybaceum All.
C00004471 | Hispidella hispanica
C00000919 | Hofmeisteria schaffneri
C00030228 | Hofmeisteria schaffneri
C00033517 | Hofmeisteria schanffneri
C00033552 | Hofmeisteria schanffneri
C00033917 | Hofmeisteria schanffneri
C00042100 | Hofmeisteria schaffneri
C00042589 | Hofmeisteria schaffneri
C00004638 | Holocarpha spp.
C00004684 | Holocarpha heermannii
C00004685 | Holocarpha obconica
C00008304 | Holocarpha obconica
C00008563 | Holocarpha obconica
C00002707 | Homogyne alpina
C00003225 | Homogyne alpina
C00048400 | Hoplophyllum acutifolium
C00012865 | Hyaloseris salicifolia
C00036500 | Hyaloseris salicifolia
C00020523 | Hymenopappus newberryi
C00020498 | Hymenothrix wislizeni
C00000979 | Hymenoxys turneri
C00003285 | Hymenoxys acaulis
C00003298 | Hymenoxys scaposa
C00003302 | Hymenoxys grandiflora
C00003304 | Hymenoxys lemmonii
C00003304 | Hymenoxys odorata
C00003304 | Hymenoxys richardsonii
C00003326 | Hymenoxys linearis
C00003326 | Hymenoxys scaposa
C00003346 | Hymenoxys grandiflora
C00003346 | Hymenoxys odorata
C00003346 | Hymenoxys spp.
C00003351 | Hymenoxys scaposa
C00003383 | Hymenoxys anthemoides
C00003383 | Hymenoxys richardsonii
C00003876 | Hymenoxys scaposa
C00003879 | Hymenoxys scaposa
C00003934 | Hymenoxys linearifolia
C00003934 | Hymenoxys scaposa
C00003971 | Hymenoxys scaposa
C00004677 | Hymenoxys scaposa
C00004680 | Hymenoxys scaposa
C00005633 | Hymenoxys scaposa
C00005639 | Hymenoxys scaposa
C00005644 | Hymenoxys scaposa
C00005647 | Hymenoxys scaposa
C00008564 | Hymenoxys turneri
C00008743 | Hymenoxys turneri
C00008746 | Hymenoxys turneri
C00009407 | Hymenoxys odorata
C00011822 | Hymenoxys turneri
C00020885 | Hymenoxys odorata
C00020891 | Hymenoxys biennis
C00020894 | Hymenoxys lemmonii
C00020897 | Hymenoxys insignis
C00020898 | Hymenoxys odorata
C00020899 | Hymenoxys biennis
C00020900 | Hymenoxys odorata
C00020926 | Hymenoxys lemmonii
C00020932 | Hymenoxys lemmonii
C00020933 | Hymenoxys scaposa
C00020936 | Hymenoxys lemmonii
C00020973 | Hymenoxys biennis
C00020995 | Hymenoxys scaposa
C00021027 | Hymenoxys lemmonii
C00021028 | Hymenoxys lemmonii
C00021029 | Hymenoxys lemmonii
C00021030 | Hymenoxys lemmonii
C00021031 | Hymenoxys lemmonii
C00021031 | Hymenoxys odorata
C00021032 | Hymenoxys lemmonii
C00021033 | Hymenoxys lemmonii
C00021034 | Hymenoxys lemmonii
C00021060 | Hymenoxys spp.
C00021121 | Hymenoxys scaposa
C00021141 | Hymenoxys odorata
C00021153 | Hymenoxys grandiflora
C00021165 | Hymenoxys grandiflora
C00021165 | Hymenoxys insignis
C00021166 | Hymenoxys insignis
C00021167 | Hymenoxys odorata
C00021168 | Hymenoxys odorata
C00021172 | Hymenoxys scaposa
C00021179 | Hymenoxys scaposa
C00021182 | Hymenoxys biennis
C00021184 | Hymenoxys greenei
C00021186 | Hymenoxys odorata
C00021187 | Hymenoxys odorata
C00021187 | Hymenoxys richardsonii
C00021188 | Hymenoxys odorata
C00021189 | Hymenoxys odorata
C00021193 | Hymenoxys linearifolia
C00021200 | Hymenoxys anthemoides
C00021201 | Hymenoxys greenei
C00021201 | Hymenoxys richardsonii
C00021202 | Hymenoxys anthemoides
C00003205 | Hypochaeris setosus Rusby
C00003248 | Hypochaeris oligocephala
C00003248 | Hypochaeris setosus Rusby
C00003665 | Hypochaeris radicata
C00012204 | Hypochaeris radicata L.
C00020418 | Hypochaeris cretensis
C00020419 | Hypochaeris cretensis
C00020467 | Hypochaeris radicata L.
C00020548 | Hypochaeris radicata L.
C00020562 | Hypochaeris radicata
C00020807 | Hypochaeris setosus Rusby
C00020834 | Hypochaeris oligocephala
C00020835 | Hypochaeris setosus
C00029376 | Hypochaeris radicata L.
C00029949 | Hypochaeris radicata L.
C00029950 | Hypochaeris radicata L.
C00030504 | Hypochaeris radicata L.
C00032170 | Hypochaeris radicata L.
C00033939 | Hypochaeris radicata L.
C00033940 | Hypochaeris radicata L.
C00033941 | Hypochaeris radicata L.
C00033942 | Hypochaeris radicata L.
C00033943 | Hypochaeris radicata L.
C00033944 | Hypochaeris radicata L.
C00033945 | Hypochaeris radicata L.
C00033946 | Hypochaeris radicata L.
C00033947 | Hypochaeris radicata L.
C00033948 | Hypochaeris radicata L.
C00033949 | Hypochaeris radicata L.
C00033956 | Hypochaeris oligocephala
C00001286 | Ichthyothere terminalis
C00011016 | Ichthyothere terminalis
C00011030 | Ichthyothere terminalis
C00012149 | Ichthyothere terminalis
C00022069 | Ichthyothere ulei
C00022070 | Ichthyothere ulei
C00022417 | Ichthyothere terminalis
C00022418 | Ichthyothere terminalis
C00000152 | Inula britannica
C00000206 | Inula britannica
C00000615 | Inula britannica
C00000674 | Inula britannica
C00000674 | Inula japonica
C00001050 | Inula viscosa
C00001228 | Inula britannica var.chinensis
C00001615 | Inula royleana
C00001653 | Inula royleana
C00002499 | Inula britannica
C00002499 | Inula helenium L.
C00002503 | Inula helenium L.
C00002563 | Inula britannica
C00002563 | Inula britannica var.chinensis
C00002668 | Inula britannica
C00002674 | Inula britannica
C00002724 | Inula britannica
C00002743 | Inula britannica
C00003254 | Inula helenium
C00003288 | Inula britannica
C00003288 | Inula oculus-christi
C00003296 | Inula grandis
C00003305 | Inula britannica
C00003305 | Inula britannica var.chinensis
C00003305 | Inula japonica
C00003305 | Inula linariaefolia
C00003306 | Inula grandis
C00003306 | Inula helenium
C00003306 | Inula henium
C00003306 | Inula japonica
C00003306 | Inula racemosa
C00003306 | Inula royleana
C00003306 | Inula salicina
C00003310 | Inula anatolica
C00003310 | Inula sp.
C00003376 | Inula helenium
C00003376 | Inula japonica
C00003480 | Inula royleana
C00003558 | Inula cappa
C00003672 | Inula cappa
C00003672 | Inula racemosa
C00003672 | Inula viscosa
C00003674 | Inula anatolica
C00003674 | Inula cappa
C00003737 | Inula cappa
C00003738 | Inula cappa
C00003747 | Inula cappa
C00003757 | Inula britannica
C00003757 | Inula britannica var.chinensis
C00003757 | Inula japonica
C00003845 | Inula britannica
C00003885 | Inula viscosa
C00004071 | Inula grantioides
C00004400 | Inula britannica
C00004565 | Inula britannica
C00004565 | Inula britannica var.chinensis
C00004567 | Inula viscosa
C00004597 | Inula spp.
C00004628 | Inula cappa
C00004676 | Inula grantioides
C00004680 | Inula britannica
C00004684 | Inula britannica
C00004684 | Inula germanica
C00004685 | Inula germanica
C00004689 | Inula viscosa
C00004692 | Inula britannica
C00004692 | Inula germanica
C00004693 | Inula britannica
C00004704 | Inula britannica
C00004712 | Inula britannica
C00004785 | Inula grantioides
C00005373 | Inula britannica
C00005374 | Inula britannica
C00005374 | Inula britannica var.chinensis
C00005491 | Inula viscosa
C00005636 | Inula viscosa
C00008354 | Inula cappa
C00008556 | Inula graveolens
C00008577 | Inula graveolens
C00008577 | Inula viscosa
C00008578 | Inula graveolens
C00008738 | Inula viscosa
C00008743 | Inula graveolens
C00008743 | Inula viscosa
C00008744 | Inula graveolens
C00008744 | Inula viscosa
C00010815 | Inula salicina
C00010844 | Inula viscosa
C00010845 | Inula viscosa
C00011724 | Inula cuspidata
C00012024 | Inula grandis
C00012197 | Inula spp.
C00012213 | Inula germanica
C00012341 | Inula eupatorioides
C00012342 | Inula eupatorioides
C00012371 | Inula cuspidata
C00012372 | Inula eupatorioides
C00012373 | Inula eupatorioides
C00012375 | Inula cappa
C00012375 | Inula eupatorioides
C00012379 | Inula racemosa
C00012380 | Inula racemosa
C00012381 | Inula racemosa
C00012397 | Inula cuspidata
C00012401 | Inula cuspidata
C00012725 | Inula viscosa
C00012731 | Inula viscosa
C00012852 | Inula viscosa
C00012879 | Inula racemosa
C00012881 | Inula helenium
C00012881 | Inula racemosa
C00012892 | Inula racemosa
C00012893 | Inula grandis
C00012893 | Inula helenium
C00012893 | Inula magnifica
C00012893 | Inula racemosa
C00012893 | Inula royleana
C00012893 | Inula salicina
C00012894 | Inula helenium
C00012895 | Inula helenium
C00012895 | Inula royleana
C00012896 | Inula helenium
C00012896 | Inula royleana
C00012900 | Inula racemosa
C00012901 | Inula racemosa
C00012909 | Inula racemosa
C00012911 | Inula japonica
C00012927 | Inula racemosa
C00012928 | Inula racemosa
C00012930 | Inula racemosa
C00012947 | Inula graveolens
C00012989 | Inula heterolepis
C00013007 | Inula crithmoides
C00013374 | Inula crithmoides
C00013947 | Inula britannica
C00014376 | Inula graveolens
C00014377 | Inula graveolens
C00019064 | Inula cappa
C00019308 | Inula cappa
C00019308 | Inula racemosa
C00019308 | Inula viscosa
C00020343 | Inula britannica
C00020343 | Inula japonica
C00020347 | Inula royleana
C00020797 | Inula aschersonia
C00020882 | Inula britannica
C00020882 | Inula japonica
C00020921 | Inula anatolica
C00020922 | Inula anatolica
C00020935 | Inula anatolica viscosa
C00020935 | Inula japonica
C00020935 | Inula viscosa
C00021072 | Inula britannica
C00021072 | Inula japonica
C00021117 | Inula britannica
C00021140 | Inula helenium
C00021178 | Inula britannica
C00021178 | Inula caspica
C00021178 | Inula japonica
C00021178 | Inula linariaefolia
C00021190 | Inula caspica
C00021191 | Inula japonica
C00021695 | Inula royleana
C00021696 | Inula helenium
C00021697 | Inula royleana
C00021698 | Inula helenium
C00021698 | Inula royleana
C00021699 | Inula helenium
C00021699 | Inula royleana
C00021700 | Inula royleana
C00021701 | Inula royleana
C00021702 | Inula helenium
C00021703 | Inula helenium
C00021704 | Inula helenium
C00021704 | Inula royleana
C00021705 | Inula helenium
C00021706 | Inula helenium
C00021707 | Inula helenium
C00021707 | Inula royleana
C00021708 | Inula helenium
C00021709 | Inula royleana
C00021710 | Inula helenium
C00029585 | Inula cappa
C00029593 | Inula cappa
C00029821 | Inula cappa
C00030190 | Inula cappa
C00032207 | Inula cappa
C00032208 | Inula cappa
C00032209 | Inula cappa
C00041255 | Inula britannica var.chinensis
C00041308 | Inula britannica var.chinensis
C00041688 | Inula britannica var.chinensis
C00041689 | Inula britannica var.chinensis
C00042449 | Inula helenium L.
C00045198 | Inula verbascifolia ssp.methanea
C00045508 | Inula macrophylla
C00045553 | Inula macrophylla
C00045554 | Inula macrophylla
C00045555 | Inula macrophylla
C00045594 | Inula macrophylla
C00046102 | Inula macrophylla
C00046103 | Inula macrophylla
C00046104 | Inula macrophylla
C00046105 | Inula macrophylla
C00046106 | Inula macrophylla
C00046107 | Inula macrophylla
C00046109 | Inula macrophylla
C00049180 | Inula viscosa
C00004959 | Iphiona mucronata
C00004959 | Iphiona scabra
C00004963 | Iphiona scabra
C00004968 | Iphiona scabra
C00004970 | Iphiona scabra
C00004971 | Iphiona scabra
C00004972 | Iphiona scabra
C00003231 | Isocarpha oppositifolia
C00003747 | Isocoma wrightii
C00004647 | Isocoma spp.
C00021828 | Isocoma wrightii
C00021837 | Isocoma wrightii
C00022355 | Isocoma tenuisecta
C00000313 | Iva ambrosiifolia
C00001050 | Iva frutescens
C00001075 | Iva nevadensis
C00003210 | Iva spp.
C00003239 | Iva spp.
C00003310 | Iva imbricata
C00003310 | Iva microcephala
C00003344 | Iva nevadensis
C00003355 | Iva microcephala
C00003838 | Iva frutescens
C00003930 | Iva acerosa
C00004684 | Iva axillaris
C00004684 | Iva hayesiana
C00004694 | Iva frutescens
C00012080 | Iva xanthifolia
C00012080 | Iva xanthofolia
C00012326 | Iva axillaris
C00012393 | Iva frutescens
C00012794 | Iva annua
C00012795 | Iva annua
C00012865 | Iva spp.
C00012875 | Iva axillaris
C00012875 | Iva microcephala
C00012911 | Iva angustifolia
C00013198 | Iva angustifolia
C00020924 | Iva microcephala
C00021042 | Iva dealbata
C00021043 | Iva ambrosiaefolia
C00021044 | Iva ambrosiaefolia
C00021045 | Iva dealbata
C00021275 | Iva axillaris
C00021276 | Iva axillaris
C00021696 | Iva asperifolia
C00021696 | Iva texensis
C00002631 | Ixeris sonchifolia
C00003247 | Ixeris chinensis Nakai
C00003311 | Ixeris chinensis
C00003387 | Ixeris debilis A. Gray
C00003387 | Ixeris dentata Nakai
C00003387 | Ixeris repens A.Gray
C00003387 | Ixeris sonchifolia Hance
C00003397 | Ixeris dentata Nakai
C00010509 | Ixeris chinensis
C00011828 | Ixeris tamagawaensis
C00011829 | Ixeris tamagawaensis
C00012204 | Ixeris dentata Nakai
C00012204 | Ixeris repens A.Gray
C00012205 | Ixeris dentata Nakai
C00012205 | Ixeris sonchifolia Hance
C00012205 | Ixeris tamagawaensis
C00012205 | Ixeris tamagawaensis Kitam.
C00012216 | Ixeris tamagawaensis
C00012217 | Ixeris tamagawaensis
C00012218 | Ixeris tamagawaensis
C00012219 | Ixeris tamagawaensis
C00012220 | Ixeris tamagawaensis
C00013037 | Ixeris sonchifolia Hance
C00020467 | Ixeris chinensis Nakai
C00020467 | Ixeris debilis A. Gray
C00020467 | Ixeris dentata Nakai
C00020467 | Ixeris repens A.Gray
C00020467 | Ixeris tamagawaensis
C00020468 | Ixeris tamagawaensis
C00020470 | Ixeris repens
C00020507 | Ixeris dentata Nakai
C00020514 | Ixeris dentata Nakai
C00020517 | Ixeris debilis A. Gray
C00020517 | Ixeris repens A.Gray
C00020548 | Ixeris tamagawaensis
C00020803 | Ixeris repens
C00020809 | Ixeris sonchifolia Hance
C00021685 | Ixeris dentata Nakai
C00031916 | Ixeris chinensis
C00031917 | Ixeris chinensis
C00033599 | Ixeris sonchifolia Hance
C00033715 | Ixeris chinensis Nakai
C00033716 | Ixeris chinensis Nakai
C00033717 | Ixeris chinensis Nakai
C00033718 | Ixeris chinensis Nakai
C00033719 | Ixeris chinensis Nakai
C00033762 | Ixeris dentata Nakai
C00033763 | Ixeris dentata Nakai
C00033764 | Ixeris dentata Nakai
C00033965 | Ixeris tamagawaensis Kitam.
C00033966 | Ixeris debilis A. Gray
C00033966 | Ixeris repens A.Gray
C00033966 | Ixeris stolonifera A.Gray
C00033967 | Ixeris debilis A. Gray
C00033967 | Ixeris stolonifera A.Gray
C00033968 | Ixeris stolonifera A.Gray
C00033969 | Ixeris debilis A. Gray
C00033969 | Ixeris stolonifera A.Gray
C00033970 | Ixeris stolonifera A.Gray
C00033971 | Ixeris debilis A. Gray
C00033971 | Ixeris stolonifera A.Gray
C00033972 | Ixeris stolonifera A.Gray
C00033973 | Ixeris debilis A. Gray
C00033973 | Ixeris stolonifera A.Gray
C00033974 | Ixeris dentata Nakai
C00033975 | Ixeris dentata Nakai
C00033976 | Ixeris dentata Nakai
C00033978 | Ixeris sonchifolia Hance
C00033979 | Ixeris sonchifolia Hance
C00033980 | Ixeris chinensis Nakai
C00033980 | Ixeris debilis A. Gray
C00033981 | Ixeris repens A.Gray
C00033982 | Ixeris repens A.Gray
C00033983 | Ixeris repens A.Gray
C00033984 | Ixeris repens A.Gray
C00033985 | Ixeris repens A.Gray
C00033986 | Ixeris repens A.Gray
C00033987 | Ixeris repens A.Gray
C00033988 | Ixeris repens A.Gray
C00033989 | Ixeris repens A.Gray
C00034014 | Ixeris sonchifolia Hance
C00041227 | Ixeris chinensis Nakai
C00011671 | Ixiolaena leptolepis
C00001050 | Jasonia tuberosa
C00004602 | Jasonia candicans
C00004603 | Jasonia tuberosa
C00004640 | Jasonia montana
C00004646 | Jasonia montana
C00004693 | Jasonia montana
C00004703 | Jasonia candicans
C00004710 | Jasonia montana
C00004713 | Jasonia montana
C00010295 | Jasonia montana
C00010297 | Jasonia montana
C00010298 | Jasonia montana
C00012786 | Jasonia glutinosa
C00012787 | Jasonia glutinosa
C00012799 | Jasonia glutinosa
C00012800 | Jasonia glutinosa
C00013226 | Jasonia montana
C00021927 | Jasonia montana
C00011685 | Jungia malvaefolia
C00011685 | Jungia spectabilis
C00013828 | Jungia paniculata
C00020254 | Jungia malvaefolia
C00020415 | Jungia stuebelii
C00021749 | Jungia stuebelii
C00021750 | Jungia stuebelii
C00021751 | Jungia stuebelii
C00021752 | Jungia stuebelii
C00021753 | Jungia stuebelii
C00021754 | Jungia stuebelii
C00021755 | Jungia stuebelii
C00021756 | Jungia stuebelii
C00000609 | Jurinea alata
C00003208 | Jurinea alata
C00003321 | Jurinea maxima
C00003362 | Jurinea maxima
C00011745 | Jurinea albicaulis
C00011825 | Jurinea albicaulis
C00012270 | Jurinea cyanoides
C00020538 | Jurinea maxima
C00020539 | Jurinea maxima
C00010849 | Kaunia saltensis
C00020616 | Kaunia lasiophthalma
C00020617 | Kaunia lasiophthalma
C00020618 | Kaunia lasiophthalma
C00020619 | Kaunia lasiophthalma
C00020621 | Kaunia lasiophthalma
C00020622 | Kaunia lasiophthalma
C00020623 | Kaunia lasiophthalma
C00020624 | Kaunia lasiophthalma
C00020626 | Kaunia lasiophthalma
C00020627 | Kaunia lasiophthalma
C00020713 | Kaunia arbuscularis
C00020781 | Kaunia lasiophthalma
C00020782 | Kaunia lasiophthalma
C00020902 | Kaunia lasiophthalma
C00020903 | Kaunia lasiophthalma
C00021119 | Kingianthus paradoxus
C00022098 | Kingianthus paradoxus
C00012076 | Kleinia fulgens
C00012077 | Kleinia fulgens
C00012078 | Kleinia fulgens
C00012079 | Kleinia fulgens
C00022095 | Koanophyllon adamantium
C00022726 | Koanophyllon conglobatum
C00022749 | Koanophyllon conglobatum
C00022750 | Koanophyllon conglobatum
C00023373 | Koanophyllon conglobatum
C00023436 | Koanophyllon conglobatum
C00023443 | Koanophyllon adamantium
C00023443 | Koanophyllon conglobatum
C00023444 | Koanophyllon adamantium
C00023444 | Koanophyllon conglobatum
C00002458 | Koelpinia spp.
C00002471 | Koelpinia linearis
C00032288 | Koelpinia linearis
C00037176 | Koelpinia linearis
C00037393 | Koelpinia linearis
C00037394 | Koelpinia linearis
C00037395 | Koelpinia linearis
C00001287 | Lachnophyllum gossypinum
C00000001 | Lactuca sativa
C00000003 | Lactuca sativa
C00000005 | Lactuca sativa
C00000008 | Lactuca sativa
C00000019 | Lactuca sativa
C00000020 | Lactuca sativa
C00000029 | Lactuca sativa
C00000053 | Lactuca sativa
C00000077 | Lactuca sativa
C00000674 | Lactuca indica
C00002723 | Lactuca sativa
C00002724 | Lactuca indica
C00002736 | Lactuca sativa
C00003247 | Lactuca floridana Gaertn.
C00003247 | Lactuca quercina L.
C00003247 | Lactuca saligna L.
C00003247 | Lactuca serriola
C00003247 | Lactuca serriola L.
C00003247 | Lactuca virosa L.
C00003248 | Lactuca serriola L.
C00003311 | Lactuca canadensis
C00003311 | Lactuca laciniata
C00003311 | Lactuca sariola
C00003311 | Lactuca sativa
C00003311 | Lactuca serriola
C00003311 | Lactuca virosa
C00003312 | Lactuca canadensis
C00003312 | Lactuca floridana Gaertn.
C00003312 | Lactuca saligna L.
C00003312 | Lactuca sariola
C00003312 | Lactuca sativa L.
C00003312 | Lactuca serriola
C00003312 | Lactuca tatarica C.A.Mey.
C00003312 | Lactuca virosa
C00003387 | Lactuca lacianata
C00003387 | Lactuca laciniata
C00003674 | Lactuca indica
C00003775 | Lactuca sativa
C00003817 | Lactuca indica
C00004266 | Lactuca indica
C00004268 | Lactuca indica
C00005373 | Lactuca indica
C00005374 | Lactuca indica
C00005413 | Lactuca indica
C00006796 | Lactuca sativa
C00011759 | Lactuca lacianata
C00011759 | Lactuca laciniata
C00011760 | Lactuca lacianata
C00011760 | Lactuca laciniata
C00011761 | Lactuca lacianata
C00011761 | Lactuca laciniata
C00011761 | Lactuca perennis L.
C00011761 | Lactuca quercina L.
C00011761 | Lactuca saligna L.
C00011761 | Lactuca serriola L.
C00012170 | Lactuca sativa L.
C00012186 | Lactuca tatarica C.A.Mey.
C00012204 | Lactuca quercina L.
C00012204 | Lactuca tatarica C.A.Mey.
C00012204 | Lactuca virosa L.
C00013037 | Lactuca lacianata
C00013037 | Lactuca laciniata
C00013037 | Lactuca laciniata Roth
C00013883 | Lactuca sativa
C00020519 | Lactuca laciniata
C00020520 | Lactuca laciniata
C00020548 | Lactuca quercina L.
C00020548 | Lactuca saligna L.
C00020548 | Lactuca tatarica C.A.Mey.
C00020548 | Lactuca virosa L.
C00020576 | Lactuca mucronata
C00020578 | Lactuca laciniata
C00020578 | Lactuca mucronata
C00020807 | Lactuca quercina L.
C00020807 | Lactuca saligna L.
C00020807 | Lactuca sativa
C00020807 | Lactuca serriola
C00020807 | Lactuca tatarica C.A.Mey.
C00020807 | Lactuca virosa L.
C00020808 | Lactuca perennis L.
C00020808 | Lactuca saligna L.
C00020808 | Lactuca sativa
C00020808 | Lactuca tatarica C.A.Mey.
C00020808 | Lactuca virosa L.
C00020809 | Lactuca sativa
C00020829 | Lactuca sativa
C00021003 | Lactuca laciniata
C00021685 | Lactuca laciniata Roth
C00021685 | Lactuca perennis L.
C00021685 | Lactuca quercina L.
C00021685 | Lactuca tatarica C.A.Mey.
C00021685 | Lactuca virosa L.
C00021688 | Lactuca laciniata
C00029376 | Lactuca indica L.
C00029376 | Lactuca laciniata Roth
C00029376 | Lactuca quercina L.
C00029376 | Lactuca sativa L.
C00029376 | Lactuca serriola L.
C00029376 | Lactuca tatarica C.A.Mey.
C00029376 | Lactuca virosa L.
C00029949 | Lactuca indica L.
C00029949 | Lactuca tatarica C.A.Mey.
C00029949 | Lactuca virosa L.
C00032170 | Lactuca tatarica C.A.Mey.
C00033520 | Lactuca quercina L.
C00033520 | Lactuca saligna L.
C00033520 | Lactuca tatarica C.A.Mey.
C00033520 | Lactuca virosa L.
C00033530 | Lactuca sativa L.
C00033534 | Lactuca sativa L.
C00033591 | Lactuca floridana Gaertn.
C00033592 | Lactuca floridana Gaertn.
C00034013 | Lactuca laciniata Roth
C00034014 | Lactuca indica L.
C00034015 | Lactuca indica L.
C00034016 | Lactuca indica L.
C00034017 | Lactuca sativa L.
C00034017 | Lactuca serriola L.
C00034018 | Lactuca sativa L.
C00034019 | Lactuca sativa L.
C00034020 | Lactuca indica L.
C00034082 | Lactuca sativa
C00034223 | Lactuca perennis L.
C00034303 | Lactuca tatarica C.A.Mey.
C00034361 | Lactuca sativa
C00044851 | Lactuca indica
C00003672 | Laennecia sophiifolia (Kunth) G.L.Nesom
C00003817 | Laennecia sophiifolia (Kunth) G.L.Nesom
C00036406 | Laennecia sophiifolia (Kunth) G.L.Nesom
C00037238 | Laennecia sophiifolia (Kunth) G.L.Nesom
C00002426 | Lagascea rigida
C00002427 | Lagascea rigida
C00005644 | Lagascea mollis
C00006021 | Lagascea mollis
C00008807 | Lagascea rigida
C00003898 | Lagophylla glandulosa
C00004603 | Lagophylla glandulosa
C00004693 | Lagophylla glandulosa
C00004705 | Lagophylla glandulosa
C00020507 | Lapsana communis L.
C00020517 | Lapsana communis L.
C00011620 | Lasianthaea podocephala
C00021314 | Lasianthaea podocephala
C00013006 | Lasiolaena santosii
C00020524 | Lasiolaena santosii
C00020525 | Lasiolaena santosii
C00020526 | Lasiolaena santosii
C00020527 | Lasiolaena santosii
C00020528 | Lasiolaena santosii
C00020529 | Lasiolaena santosii
C00020530 | Lasiolaena santosii
C00020566 | Lasiolaena santosii
C00020567 | Lasiolaena santosii
C00020568 | Lasiolaena santosii
C00020569 | Lasiolaena santosii
C00020570 | Lasiolaena santosii
C00020571 | Lasiolaena santosii
C00020572 | Lasiolaena santosii
C00020573 | Lasiolaena santosii
